clip_id,class,x,y,w,h,query
e000002,motorcyclist,394,546,192,320,Người mặc áo xanh dương không đội nón chạy xe điện màu đen đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
video3_e000079,car,101,213,249,162,Xe ô tô màu xám đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000001,truck,1174,104,154,98,Xe tải đầu màu xanh thùng kín đi từ trên xuống và rẽ phải qua ngã tư.
e000075,car,345,161,140,162,Xe con màu đen đi từ xa về gần camera
e000189,motorcyclist,263,282,72,297,Người mặc áo trắng đội nón đen chạy xe tay ga màu đỏ mận chở người đi thẳng lại gần camera.
19_video6_norm_e009,motorcyclist,853,421,213,265,Người mặc áo trắng đội nón bảo hiểm trắng chạy xe số màu đỏ Đi thẳng ra xa camera rồi rẽ phải.
19_video4_norm_e014,car,286,434,474,249,taxi màu xanh đi thẳng ra xa camera rồi rẽ phải.
e000007,truck,966,118,176,106,Xe tải đầu màu trắng thùng xe màu xanh lá Đi từ phải sang trái qua ngã tư.
e000082,motorcyclist,535,192,52,110,Người mặc áo đen đội nón đen chạy xe số màu đen rẽ phải ra xa camera.
e000015,car,966,162,132,66,Xe con màu trắng đi từ phải sang trái qua ngã tư.
e000006,motorcyclist,168,354,116,170,Người mặc áo xám đội nón trắng chạy xe tay ga màu đen đi thẳng ra xa camera rồi rẽ trái.
e000013,motorcyclist,457,173,23,96,Người mặc áo xanh lá đội nón xanh lá chạy xe số màu đỏ đi thẳng ra xa camera.
e000014,motorcyclist,770,442,188,288,Người mặc áo đen đội nón trắng chạy xe số màu đen đi thẳng ra xa camera rồi rẽ phải.
e000062,motorcyclist,182,332,85,209,Người mặc áo hồng đội nón be chạy xe số màu đen đi thẳng ra xa camera.
19_video4_norm_e012,car,393,409,549,277,xe con màu đen đi thẳng ra xa camera rồi rẽ phải.
e000087,truck,267,0,361,402,Container đầu màu trắng thùng nâu cam đi thẳng về hướng camera.
e000187,motorcyclist,361,288,78,281,Người mặc áo trắng đội nón trắng chạy xe tay ga màu xám đi thẳng lại gần camera.
e000162,car,190,117,137,170,Xe 16 chỗ màu trắng đi thẳng ra xa.
e000180,motorcyclist,324,284,98,306,Người mặc áo trắng đội nón xám chạy xe số màu đỏ đi thẳng lại gần camera.
e000058,motorcyclist,215,216,42,189,Người mặc áo hồng đội nón bảo hiểm trắng chạy xe tay ga màu xám đi từ xa về gần camera
video5_e000132,motorcyclist,418,274,109,188,Người mặc áo đen đội nón xám chạy xe tay ga màu trắng đi thẳng ra xa camera qua ngã tư.
e000068,motorcyclist,1022,160,68,72,Người mặc áo hồng đội nón xanh chạy xe số màu đỏ đi từ trái sang phải qua ngã tư.
e000050,car,355,184,122,142,Xe con màu đỏ đi từ xa về gần camera
video1_e000006,motorcyclist,270,322,133,198,Người mặc áo xanh lá đội nón đỏ chạy xe máy màu đỏ đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000009,motorcyclist,514,558,312,346,Người mặc áo trắng đội nón đen chạy xe số màu đỏ đi thẳng ra xa camera rồi rẽ phải.
19_video9_norm_e006,motorcyclist,785,386,188,249,Người mặc áo xanh đội nón bảo hiểm trắng chạy tay ga màu xám Đi thẳng ra xa camera rồi rẽ phải.
e000139,motorcyclist,236,237,47,216,Người mặc áo trắng đội nón đen chạy xe số màu vàng đen đi thẳng về hướng camera.
e000058,motorcyclist,158,213,44,184,Người mặc áo đen đội nón bảo hiểm đen chạy xe tay ga màu đen đi từ xa về gần camera
19_video6_norm_e013,truck,0,33,1109,725,xe tải đầu màu bạc thùng bạt đen đi thẳng ra xa camera rồi rẽ phải.
e000089,truck,270,0,337,384,Container đầu màu trắng thùng xe màu cam đi thẳng về hướng camera.
video7_e000155,motorcyclist,214,356,149,201,Người mặc áo xám đội nón đen chạy xe tay ga màu đen đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
19_video7_norm_e003,truck,0,30,1160,605,xe ben đầu màu đỏ thùng lửng đi thẳng ra xa camera rồi rẽ phải.
19_video10_norm_e011,motorcyclist,457,421,273,254,Người mặc áo trắng đội nón bảo hiểm xanh lá chạy xe số màu đen chở 1 người Đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000036,truck,67,129,179,278,Xe tải đầu màu trắng thùng xe phủ bạt đen đi thẳng ra xa.
e000009,truck,362,238,744,340,Xe tải đầu màu cam thùng xe màu đỏ Đi thẳng ra xa camera rồi rẽ phải.
e000008,motorcyclist,323,198,41,186,Người mặc áo trắng đội nón da người chạy xe tay ga màu đen đi thẳng về hướng camera.
e000011,motorcyclist,258,414,82,237,Người mặc áo be đội nón xám chạy xe số màu đỏ đi thẳng ra xa camera.
e000110,motorcyclist,188,244,49,214,Người mặc áo xanh đội nón bảo hiểm xanh chạy xe số màu đen đi từ xa về gần camera chở 1 người
e000101,motorcyclist,190,429,96,220,Người mặc áo đỏ đô đội nón cam chạy xe đạp màu đen chở theo 1 người đi thẳng ra xa camera.
e000012,motorcyclist,196,242,60,190,Người mặc áo vàng đội nón đen chạy xe tay ga màu trắng đi thẳng lại gần camera.
e000223,truck,345,8,266,385,Xe tải đầu màu trắng thùng phủ bạt đen đi thẳng lại gần camera.
e000055,motorcyclist,395,410,98,304,Người mặc áo xanh đội nón đỏ chạy xe số màu đen đi thẳng lại gần camera.
e000114,truck,280,6,323,376,Container đầu màu xám thùng xe màu hồng đi thẳng lại gần camera.
e000024,motorcyclist,680,300,222,226,Người mặc áo đỏ đội nón cam chạy xe số màu đen đi thẳng ra xa camera qua ngã tư.
e000166,truck,150,82,1226,474,Container đầu màu xanh thùng xe màu đỏ Đi thẳng ra xa camera rồi rẽ phải.
e000217,motorcyclist,274,344,89,352,Người mặc áo đen sọc trắng đội nón đen chạy xe tay ga màu đen đi thẳng lại gần camera.
e000003,motorcyclist,334,424,80,293,Người mặc áo xám đội nón xám chạy xe tay ga màu đen đi thẳng về hướng camera.
e000156,motorcyclist,427,225,62,240,Người mặc áo trắng đội nón trắng chạy xe số màu đỏ đen chở hàng đi thẳng lại gần camera.
19_video3_norm_e003,car,68,426,457,214,xe con màu bạc đi thẳng ra xa camera qua ngã tư.
e000085,truck,434,133,141,249,Xe tải đầu màu trắng thùng xe phủ bạt đen đi thẳng lại gần camera.
e000108,motorcyclist,285,348,66,293,Người mặc áo trắng đội nón đen chạy xe tay ga màu trắng đi thẳng lại gần camera.
e000009,motorcyclist,692,564,248,370,Người mặc áo xanh dương đội nón trắng chạy xe tay ga màu trắng đi thẳng ra xa camera rồi rẽ phải.
e000134,car,156,198,176,256,Xe 16 chỗ màu đỏ đi thẳng ra xa.
19_video3_norm_e001,truck,773,74,324,124,xe tải đầu màu trắng thùng lửng đi từ phải sang trái qua ngã tư.
e000064,motorcyclist,287,190,39,137,Người mặc áo đen đội nón bảo hiểm đen chạy xe số màu đen đi từ xa về gần camera
e000003,truck,926,106,236,124,Xe tải đầu màu trắng thùng kín Đi từ trái sang phải qua ngã tư.
19_video1_norm_e008,motorcyclist,424,394,201,220,Người mặc áo xanh đội nón bảo hiểm xanh chạy tay ga màu đen chở 2 người Đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
video12_e000060,car,145,216,256,120,Xe ô tô màu trắng đi thẳng ra xa camera qua ngã tư.
e000001,truck,16,100,576,502,Xe tải đầu màu xanh thùng xe phủ bạt đen Đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000053,motorcyclist,76,341,61,322,Người mặc áo xanh đội nón bảo hiểm đen chạy xe tay ga màu đen đi từ xa về gần camera trên vỉa hè
e000100,motorcyclist,178,302,68,205,Người mặc áo trắng đội nón hồng chạy xe đạp màu đỏ đeo balo đi thẳng ra xa camera.
e000083,motorcyclist,1026,434,238,282,Người mặc áo xanh đội nón đen chạy xe số màu đen đi thẳng ra xa camera rồi rẽ phải.
e000001,truck,730,66,446,164,Xe tải đầu màu trắng thùng lửng Đi từ trái sang phải qua ngã tư.
e000085,motorcyclist,380,368,78,352,Người mặc áo đen đội nón trắng chạy xe số màu đen chở 1 người đi thẳng lại gần camera.
e000151,motorcyclist,149,212,48,188,Người mặc áo đỏ đội nón trắng chạy xe tay ga màu trắng đi thẳng về hướng camera.
e000155,motorcyclist,1020,156,116,114,Người mặc áo trắng đội nón xanh chạy xe số màu đen đi thẳng ra xa camera qua ngã tư.
e000003,truck,910,102,190,88,Xe tải đầu màu trắng thùng kín Đi từ phải sang trái qua ngã tư.
e000017,motorcyclist,148,480,296,296,Người mặc áo xanh đội nón trắng chạy xe tay ga màu đỏ đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000101,truck,494,34,714,552,Container đầu màu xanh thùng xe màu xanh Đi thẳng ra xa camera rồi rẽ phải.
e000179,motorcyclist,338,284,90,293,Người mặc áo xám đội nón xám chạy xe tay ga màu đỏ đen đi thẳng lại gần camera.
e000148,car,157,149,157,164,Xe ô tô màu trắng đi thẳng ra xa.
video5_e000128,motorcyclist,320,261,93,150,Người mặc áo đen đội nón trắng chạy xe máy màu đen đi thẳng ra xa camera qua ngã tư.
e000122,motorcyclist,392,510,340,386,Người mặc áo xám đội nón đen chạy xe tay ga màu trắng đi thẳng ra xa camera rồi rẽ phải.
e000003,motorcyclist,140,249,43,186,Người mặc áo xanh  đội nón đen chạy xe số màu trắng đi thẳng về hướng camera.
19_video7_norm_e002,motorcyclist,654,297,125,206,Người mặc áo nâu đội nón bảo hiểm đen chạy xe số màu đen Đi thẳng ra xa camera qua ngã tư.
e000049,car,88,228,157,154,Xe con màu đen đi thẳng ra xa camera.
e000008,truck,1078,110,186,78,Xe tải đầu màu xanh dương thùng xe phủ bạt đen đi từ phải sang trái qua ngã tư.
e000082,car,86,209,174,186,Xe con màu nâu đi thẳng ra xa.
19_video9_norm_e006,car,1008,126,160,74,xe con màu trắng đi từ trái sang phải qua ngã tư.
e000093,motorcyclist,900,210,100,156,Người mặc áo xám đội nón xanh chạy xe tay ga màu đen đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000001,truck,876,112,158,126,Xe tải đầu màu xanh dương thùng xe phủ bạt đen Đi thẳng ra xa camera qua ngã tư.
e000001,car,128,308,338,228,Xe 16 chỗ màu trắng đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
19_video1_norm_e010,car,306,293,293,117,xe con màu bạc đi thẳng ra xa camera rồi rẽ trái.
e000046,motorcyclist,426,236,62,241,Người mặc áo xanh đen đội nón hồng chạy xe số màu đen đỏ đi thẳng về hướng camera.
e000096,motorcyclist,497,320,83,318,Người mặc áo đen đội nón trắng chạy xe tay ga màu trắng đi thẳng lại gần camera.
e000003,car,326,342,378,198,Xe con màu xám đi thẳng ra xa camera qua ngã tư.
19_video4_norm_e012,motorcyclist,417,324,140,173,Người mặc áo đen đội nón bảo hiểm trắng chạy tay ga màu trắng Đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000007,truck,926,74,468,112,Container đầu màu đỏ thùng xe phủ bạt đen Đi từ phải sang trái qua ngã tư.
19_video4_norm_e013,motorcyclist,908,365,192,232,Người mặc áo xanh lá đội nón bảo hiểm xanh lá chạy tay ga màu xám Đi thẳng ra xa camera rồi rẽ phải.
e000005,car,1056,162,126,38,Xe con màu đỏ đi từ trái sang phải qua ngã tư.
video10_e000027,truck,736,69,137,56,Xe tải đầu màu trắng thùng trắng Đi từ phải sang trái qua ngã tư.
e000040,motorcyclist,280,217,45,166,Người mặc áo xanh đội nón bảo hiểm đen chạy xe số màu trắng đi từ xa về gần camera
e000013,truck,74,120,1020,844,Container đầu màu trắng thùng khung Đi thẳng ra xa camera rồi rẽ phải.
e000031,motorcyclist,287,241,51,225,Người mặc áo đen đội nón bảo hiểm đen chạy xe tay ga màu đen đi từ xa về gần camera
e000091,motorcyclist,112,282,87,150,Người mặc áo trắng đội nón đen chạy xe tay ga màu trắng chở theo 1 người đi thẳng ra xa camera.
19_video14_norm_e006,motorcyclist,988,296,148,210,Người mặc áo trắng đội nón bảo hiểm trắng chạy tay ga màu trắng Đi thẳng ra xa camera rồi rẽ phải.
e000001,truck,282,258,442,290,Xe tải đầu màu xanh dương thùng xe phủ bạt đen đi thẳng ra xa camera qua ngã tư.
e000034,motorcyclist,202,304,76,189,Người mặc áo đen đội nón xám chạy xe tay ga màu đen chở theo 1 người đi thẳng ra xa camera.
video11_e000037,car,804,97,90,40,Xe ô tô màu trắng đi từ phải sang trái qua ngã tư.
e000064,motorcyclist,276,218,47,172,Người mặc áo caro kẻ ca rô đội nón bảo hiểm đen chạy xe số màu đỏ đi từ xa về gần camera
e000006,truck,1178,82,302,114,Xe tải đầu màu vàng thùng xe phủ bạt đen đi từ phải sang trái qua ngã tư.
e000098,motorcyclist,608,556,324,342,Người mặc áo đen đội nón đen chạy xe số màu đen đi thẳng ra xa camera rồi rẽ phải.
e000048,motorcyclist,183,258,43,216,Người mặc áo xanh không đội nón bảo hiểm chạy xe tay ga màu đen đi từ xa về gần camera
e000178,car,157,228,175,212,Xe con màu đen đi thẳng ra xa.
e000089,motorcyclist,225,322,71,309,Người mặc áo đen đội nón xám chạy xe số màu xám đi thẳng lại gần camera.
e000076,motorcyclist,427,341,71,280,Người mặc áo đen đội nón xám chạy xe tay ga màu đen chở 1 người đi thẳng lại gần camera.
19_video10_norm_e013,car,74,361,285,144,taxi màu đỏ đi thẳng ra xa camera rồi dừng chờ đèn đỏ tại ngã tư.
e000110,motorcyclist,487,382,118,337,Người mặc áo đỏ đội nón xanh chạy xe tay ga màu đỏ đi thẳng lại gần camera.
e000004,motorcyclist,169,232,53,206,Người mặc áo đen đội nón đen chạy xe tay ga màu đỏ đi thẳng về hướng camera.
e000050,motorcyclist,450,390,141,329,Người mặc áo đen đội nón đen chạy xe tay ga màu đen chở 1 người đi thẳng lại gần camera.
19_video14_norm_e009,truck,145,136,764,585,xe tải đầu màu xanh thùng kín đi thẳng ra xa camera rồi rẽ phải.
e000152,motorcyclist,288,221,56,194,Người mặc áo đen đội nón bảo hiểm xám chạy xe tay ga màu xám đi từ xa về gần camera
video5_e000128,motorcyclist,564,300,152,217,Người mặc áo xanh dương đội nón trắng chạy xe tay ga màu trắng đi thẳng ra xa camera rồi rẽ phải.
e000052,motorcyclist,261,256,56,184,Người mặc áo caro kẻ ca rô đội nón bảo hiểm đỏ chạy xe số màu đỏ đi từ xa về gần camera chở 1 người
e000102,motorcyclist,474,321,91,322,Người mặc áo nâu đội nón đỏ chạy xe tay ga màu đỏ đi thẳng lại gần camera.
